,Hospital Name,State,District,Contact Details,Total Beds Available,Latitude,Longitude
4600,MANAS HOSPITAL HEERAPURA ROAD,Rajasthan,Jaipur,9950899906,0,26.7675,75.7412
4601,JEEVAN RAKSHA MALTI SPECILITY HOSPITAL KHATIPURA ROAD,Rajasthan,Jaipur,9001969740,76,,
4602,M.J.F. HOSPITAL CHOMU,Rajasthan,Jaipur,9785695969,30,27.11636,75.52458
4603,"SHANTI HOSPITAL BALAJI VIHAR, NIWARU ROAD",Rajasthan,Jaipur,9928604160,50,,
4604,SHREE NIDAN HOSP AJMER ROAD,Rajasthan,Jaipur,9929472062,19,,
4605,CRADLE CHILDREN HOSPITAL VAISALI NAGAR,Rajasthan,Jaipur,8302222120,14,,
4606,AARYA HOSPITAL JLN MARG,Rajasthan,Jaipur,9610000330,0,,
4607,RAJ KHURANA MEMORIYAL ADRASH NAGAR,Rajasthan,Jaipur,+919828467151,28,,
4608,S.R.K. HOSPITAL LALKOTHI,Rajasthan,Jaipur,6350503506,33,26.88636,75.80107
4609,Shiv Trident Hospital Vaisali nagar,Rajasthan,Jaipur,9783222648,47,26.88704,75.83334
4610,B.L. Choudray Hospital Kalwad road jhotwara,Rajasthan,Jaipur,8529891589,50,26.96018,75.66966
4611,"Metro city Hospital , Jhotwara",Rajasthan,Jaipur,9667059913,25,26.86005,75.73328
4612,GUPTA CHEST AND GENEREL HOSPITAL KALWAD ROAD HOSPITAL KALWAD ROAD,Rajasthan,Jaipur,9414922510,63,26.96018,75.66966
4613,MEXWELL MULIT SPECILITY AND GENERAL HOSPITAL PEETAL FACTORY,Rajasthan,Jaipur,"0141-2283683
9414072626",0,26.93293,75.79878
4614,Sevyam Hospital civil line,Rajasthan,Jaipur,8003213000,12,26.88704,75.83334
4615,Raksha Hospital Jhotwara,Rajasthan,Jaipur,+919829126684,26,26.88704,75.83334
4616,"Avani Meternity And General Hospital, 22 Godam",Rajasthan,Jaipur,7016437539,30,26.88704,75.83334
4617,Raj ENT Hospital Jaipur,Rajasthan,Jaipur,,0,26.88704,75.83334
4618,SDM Hospital,Rajasthan,Jaipur,9929607050,13,,
4619,Monilek Hospital,Rajasthan,Jaipur,9829019291,99,,
4620,Mahila Chikitsalaya Sanganeri Gate,Rajasthan,Jaipur,9829969957,68,26.91635,75.82479
4621,Marudhar Hospital,Rajasthan,Jaipur,8290070000,15,26.88704,75.83334
4622,Aanch Hospital,Rajasthan,Jaipur,9950808583,20,26.88704,75.83334
4623,Manipal Hospitals Jaipur,Rajasthan,Jaipur,9782999666,14,27.11636,75.52458
4624,"Narayana Multispeciality Hospital, Jaipur",Rajasthan,Jaipur,9694096111,7,26.88704,75.83334
4625,NIMS HOSPITAL JAIPUR,Rajasthan,Jaipur,9610166842,245,26.88704,75.83334
4626,Shalby hospital,Rajasthan,Jaipur,8708588543,32,27.11636,75.52458
4627,"ESIC MODEL HOSPITAL, JAIPUR",Rajasthan,Jaipur,9414064063,200,26.88704,75.83334
4628,Om Hospital and Trauma Center,Rajasthan,Jaipur,8764011010,25,26.88704,75.83334
4629,CKS Hospitals,Rajasthan,Jaipur,9413104706,46,27.11636,75.52458
4630,VEDANTA SUPERSPECIALITY HOSPITAL,Rajasthan,Jaipur,9414014071,50,26.88704,75.83334
4631,Metro MAS Hospital Jaipur,Rajasthan,Jaipur,7014855567,40,26.88704,75.83334
4632,Regen hospital,Rajasthan,Jaipur,9610032456,76,27.11636,75.52458
4633,Mahatma Gandhi Hospital Jaipur,Rajasthan,Jaipur,9352702539,426,26.88704,75.83334
4634,APEX HOSPITALS PVT.LTD,Rajasthan,Jaipur,9414781869,19,27.11636,75.52458
4635,Jaipur National University Institute for Medical Sciences and Research Center Jaipur,Rajasthan,Jaipur,"7230057661
7230057683",15,26.84761,75.85761
4636,RUHS HOSPITAL,Rajasthan,Jaipur,8619195630,1106,26.88704,75.83334
4637,"ETERNAL HOSPITAL, JAIPUR",Rajasthan,Jaipur,7689079610,86,26.88704,75.83334
4638,Star Women and General Hospital,Rajasthan,Jaipur,9829052272,30,26.88704,75.83334
4639,Saket Hospital (A unit of saket medicare and research centre Pvt Ltd),Rajasthan,Jaipur,9829011770,74,26.88704,75.83334
4640,Fortis Hosptial,Rajasthan,Jaipur,9414736888,108,27.11636,75.52458
4641,Rajasthan Hospital,Rajasthan,Jaipur,9414071676,83,27.11636,75.52458
4642,Asopa Hospital,Rajasthan,Jaipur,9461587822,15,26.88704,75.83334
4643,"Bhandhari Hospital and Research Center, Jaipur",Rajasthan,Jaipur,8003295166,69,26.88704,75.83334
4644,"Chirayu Hospital, Jaipur",Rajasthan,Jaipur,9351545730,137,26.88704,75.83334
4645,"Danashivam Hospital, Jaipur",Rajasthan,Jaipur,91160 03476,7,26.88704,75.83334
4646,"Deep Hospital and Research Center, Jaipur",Rajasthan,Jaipur,9214346899,55,26.88704,75.83334
4647,"Dhanwantri Hospital and Research Center, Jaipur",Rajasthan,Jaipur,9982121112,43,26.88704,75.83334
4648,GP Shekhawati Hospital,Rajasthan,Jaipur,9414045918,46,26.88704,75.83334
4649,BDM kotputli,Rajasthan,Jaipur,9829191907,98,27.11636,75.52458
4650,Raliway Hospital,Rajasthan,Jaipur,9001195550,91,26.88704,75.83334
4651,Radha Hospital,Rajasthan,Jaipur,9983166333,30,26.88704,75.83334
4652,K.R.M Hospital,Rajasthan,Jaipur,9166222231,45,26.88704,75.83334
4653,Soni Hospital,Rajasthan,Jaipur,+919929344417,59,26.88704,75.83334
4654,Unique Sangeeta Vaishali,Rajasthan,Jaipur,8290009100,35,26.90413,75.75308
4655,Krishiv Hospital Vaishali,Rajasthan,Jaipur,"9251023775
8980829090",100,26.90413,75.75308
4656,Jaipuria hospital,Rajasthan,Jaipur,7891535029,99,27.11636,75.52458
4657,Urmil hospital,Rajasthan,Jaipur,9214027824,47,27.11636,75.52458
4658,Rungta,Rajasthan,Jaipur,9414251399,74,27.11636,75.52458
4659,Tagore hospital,Rajasthan,Jaipur,9828166512,56,27.11636,75.52458
4660,Imperial Hospital and Research Centre,Rajasthan,Jaipur,9549006777,65,26.88704,75.83334
4661,"Amer Medical and Research Hospital, Mansarovar",Rajasthan,Jaipur,7014064981,57,26.88704,75.83334
4662,"Balaji Soni Hospital, Bagru",Rajasthan,Jaipur,7023641144,50,26.88704,75.83334
4663,"Sir Chotu Ram Hospital, Vaishali Nagar",Rajasthan,Jaipur,8368783666,24,26.88704,75.83334
4664,Jyoti Nursing Home Jaipur,Rajasthan,Jaipur,9024490244,70,,
4665,Maharaj Vinayak General Hospital,Rajasthan,Jaipur,9785400783,54,26.95707,75.68861
4666,Maheswari Hospital,Rajasthan,Jaisalmer,9414700637,25,26.9167,70.91628
4667,CHC Pokhran,Rajasthan,Jaisalmer,9414470170,104,26.9167,70.91628
4668,Shri Jawahir Hospital Jaisalmer,Rajasthan,Jaisalmer,9414656655,66,,
4669,Golden City Hospital Jaisalmer,Rajasthan,Jaisalmer,8800590224,4,,
4670,New rajasthan hospital and fertility center jaisalmer,Rajasthan,Jaisalmer,9680039462,12,,
4671,RL Memorial Hospital Jaisalmer,Rajasthan,Jaisalmer,9461208795,9,,
4672,CHC Nachna dharmshala,Rajasthan,Jaisalmer,9694885233,15,26.9167,70.91628
4673,CHC Sam dharmshala,Rajasthan,Jaisalmer,7568087773,15,26.9167,70.91628
4674,CHC Bhaniyana dharmshala,Rajasthan,Jaisalmer,8696130851,15,26.9167,70.91628
4675,CHC Sankra dharmshala,Rajasthan,Jaisalmer,7665859339,15,26.9167,70.91628
4676,CHC Ramgarh dharmshala,Rajasthan,Jaisalmer,7340065013,15,26.9167,70.91628
4677,DH Jalore,Rajasthan,Jalore,7737750058,123,25.2918,72.8598
4678,Nahar Hospital Bhinmal,Rajasthan,Jalore,9119264618,38,25.01139,72.26757
4679,B. Lal Hospital,Rajasthan,Jalore,9649064917,20,25.62136,76.04499
4680,GNMTC Leta (DCHC),Rajasthan,Jalore,9772590300,50,,
4681,CHC Bhinmal Block Bhinmal Dist. Jalore (DCHC),Rajasthan,Jalore,9829753455,20,25.01139,72.26757
4682,Shri Kushal clinic and choudhary Bhupendra Hospital Bhinmal,Rajasthan,Jalore,9784125220,30,25.01139,72.26757
4683,Sanchore Hospital Sanchore,Rajasthan,Jalore,9799570766,57,,
4684,CHC SAYLA,Rajasthan,Jalore,7014166353,32,,
4685,CHC AHORE,Rajasthan,Jalore,9799373911,35,25.36427,72.7947
4686,CHC JASWANTPURA,Rajasthan,Jalore,7014057815,15,24.80002,72.45367
4687,CHC BHINMAL,Rajasthan,Jalore,9829753455,0,25.01139,72.26757
4688,CHC RANIWARA,Rajasthan,Jalore,9982879709,10,,
4689,CHC SANCHORE,Rajasthan,Jalore,9829101365,30,,
4690,CHC HADECHA,Rajasthan,Jalore,9461774843,15,,
4691,SAGAR HOSPITAL,Rajasthan,Jalore,9783355931,0,25.62136,76.04499
4692,Jhalawar Medical College Jhalawar,Rajasthan,Jhalawar,9414442137,455,,
4693,"Horticulture Department Guest House, Jhalrapatan",Rajasthan,Jhalawar,9413001295,20,,
4694,Nirogdham Hospital Aklera,Rajasthan,Jhalawar,9983408312,82,24.4129,76.5672
4695,Ambedkar Bhawan Nagar Palika Bhawanimandi,Rajasthan,Jhalawar,9024576557,20,25.5195,74.4996
4696,"LN Multi Speciality Hosp, Jhalawar",Rajasthan,Jhalawar,9462994091,37,,
4697,Noon Hospital and Research Center,Rajasthan,Jhalawar,8875126111,53,,
4698,SANJEEVANI HOSPITAL JHALRAPATAN,Rajasthan,Jhalawar,9001996974,30,,
4699,BALAJI HOSPITAL JHALAWAR,Rajasthan,Jhalawar,9413001295,20,,
4700,SETELITE HOSPITAL JHALRAPATAN,Rajasthan,Jhalawar,9950308267,65,,
4701,CHC DHABLAKHICHI NAVEEN BHAWAN,Rajasthan,Jhalawar,7726846202,20,,
4702,CHC BHAWANI MANDI,Rajasthan,Jhalawar,9024576557,35,24.41653,75.83398
4703,CHC MANOHAR THANA,Rajasthan,Jhalawar,7014177930,40,24.24,76.8018
4704,CHC AKLERA,Rajasthan,Jhalawar,9414242176,40,24.4129,76.5672
4705,CHC BAKANI,Rajasthan,Jhalawar,9636963899,15,24.2862,76.2371
4706,CHC DAG,Rajasthan,Jhalawar,7891262191,15,23.9318,75.835
4707,CHC KHANPUR,Rajasthan,Jhalawar,9829866278,20,24.73376,76.3925
4708,Oxford Hospital,Rajasthan,Jhunjhunu,9460841406,50,28.1288,75.39926
4709,KEDIA HOSPITAL,Rajasthan,Jhunjhunu,9828898059,26,28.1288,75.39926
4710,Dhukia Hospital JHUNJHUNU,Rajasthan,Jhunjhunu,9462261803,21,28.1288,75.39926
4711,B.D.K Govt. Hospital,Rajasthan,Jhunjhunu,9414585840,128,28.1288,75.39926
4712,S.D.H. Hospital Nawalgarh,Rajasthan,Jhunjhunu,9414585907,99,27.8503,75.2741
4713,"RAVINDRA Hospital,Jhunjhunu",Rajasthan,Jhunjhunu,8104840736,9,28.1288,75.39926
4714,"BIRLA SARVAJANIK Hospital, Pilani",Rajasthan,Jhunjhunu,9314391452,75,28.1288,75.39926
4715,Metro Hosp and Taruma Centre,Rajasthan,Jhunjhunu,9828526009,55,28.1288,75.39926
4716,Jaipur Heart and Multispeciality,Rajasthan,Jhunjhunu,7814176699,15,27.11636,75.52458
4717,Aaruni Multispecialty Hosp,Rajasthan,Jhunjhunu,8619560338,34,28.1288,75.39926
4718,Kalpvriksha Hosp and RCF Foundation,Rajasthan,Jhunjhunu,7891010345,31,28.1288,75.39926
4719,"R And R Multispeciality Hospital, Jhunjhunu",Rajasthan,Jhunjhunu,9784449980,65,28.1288,75.39926
4720,"CKRD Memorial Hospital and Research Institute, Jhunjhunu",Rajasthan,Jhunjhunu,9468828346,64,28.1288,75.39926
4721,"Jhunjhunu Hospital, Jhunjhunu",Rajasthan,Jhunjhunu,9784141914,50,28.1288,75.39926
4722,"Apex Skyline Hospital , Jhunjhunu",Rajasthan,Jhunjhunu,9549022559,36,28.1288,75.39926
4723,Dr. Taterwal Apex hospital,Rajasthan,Jhunjhunu,9694188156,25,28.1288,75.39926
4724,Balaji Multicare hospital,Rajasthan,Jhunjhunu,9799749551,29,28.1288,75.39926
4725,Halwan hospital,Rajasthan,Jhunjhunu,9875044414,30,28.1288,75.39926
4726,CHC Udaipurwati,Rajasthan,Jhunjhunu,9928593999,60,28.1288,75.39926
4727,CHC Chirawa,Rajasthan,Jhunjhunu,7014679103,40,28.24091,75.6517
4728,CHC Mukundgarh,Rajasthan,Jhunjhunu,9785249776,40,28.1288,75.39926
4729,CHC khetri,Rajasthan,Jhunjhunu,9413544782,85,28.00034,75.78413
4730,CHC Mandawa,Rajasthan,Jhunjhunu,9414080890,41,28.05584,75.14839
4731,CHC Bagar,Rajasthan,Jhunjhunu,9928857924,15,28.1288,75.39926
4732,CHC Buhana,Rajasthan,Jhunjhunu,7339723699,20,28.1288,75.39926
4733,CHC Shighana,Rajasthan,Jhunjhunu,7023887855,40,28.1288,75.39926
4734,CHC Malsisar,Rajasthan,Jhunjhunu,7014641155,22,28.35414,75.29527
4735,CHC Surajgarh,Rajasthan,Jhunjhunu,9597848082,47,28.30939,75.73264
4736,CHC Pilani,Rajasthan,Jhunjhunu,9460017130,22,28.36227,75.60423
4737,CHC Bissau,Rajasthan,Jhunjhunu,8562000987,50,28.2474,75.0767
4738,CHC Gudha,Rajasthan,Jhunjhunu,9829572804,40,28.1288,75.39926
4739,Rajdadisa Hospital,Rajasthan,Jodhpur,8769496244,80,26.22928,72.99845
4740,Vasundhara Hospital ltd,Rajasthan,Jodhpur,8890287739,42,26.22928,72.99845
4741,Marwar Hospital,Rajasthan,Jodhpur,9001293029,10,26.22928,72.99845
4742,Medipulse Hospital,Rajasthan,Jodhpur,8078639033,30,26.22928,72.99845
4743,KAMLA NAGAR HOSPITAL,Rajasthan,Jodhpur,9929925099,12,26.22928,72.99845
4744,Mathura Das Mathur Hospital,Rajasthan,Jodhpur,9414295942,38,26.22928,72.99845
4745,MGH,Rajasthan,Jodhpur,9829126162,129,26.22928,72.99845
4746,MH,Rajasthan,Jodhpur,9800015645,191,26.22928,72.99845
4747,Railway Hospital,Rajasthan,Jodhpur,9001198506,69,26.22928,72.99845
4748,Shree Ram Hospital,Rajasthan,Jodhpur,9828086789,57,26.22928,72.99845
4749,MedicityHospital and Research Center Pno A 72 near SBI bank Aakhliya Circle,Rajasthan,Jodhpur,7611879297,36,26.2769,72.99075
4750,2 S Wellness center,Rajasthan,Jodhpur,9672217947,20,26.22928,72.99845
4751,Yash aman Hospital 21 kishore bagh mandore road jodhpur .,Rajasthan,Jodhpur,9414118757,12,,
4752,L.N Memorial hospital and Research Center (Rathi hospital),Rajasthan,Jodhpur,7506360805,35,26.22928,72.99845
4753,"Chandra Mangal Hospital 235 mandore mandi circle, mandore road jodhpur.",Rajasthan,Jodhpur,9001459706,62,26.22928,72.99845
4754,Daukiya Pratap nagar,Rajasthan,Jodhpur,9414495063,6,26.2963,72.99522
4755,Shri Ram Banar,Rajasthan,Jodhpur,8619200441,39,26.22928,72.99845
4756,Shri Ram mahamandir,Rajasthan,Jodhpur,9782657338,32,26.30814,73.04842
4757,"DH Paota, paota circle",Rajasthan,Jodhpur,9414410838,22,26.22928,72.99845
4758,District Hospital Mahila bagh,Rajasthan,Jodhpur,9413062901,0,26.22928,72.99845
4759,MUKUNDAM HOSPITAL,Rajasthan,Jodhpur,9785001649,10,26.22928,72.99845
4760,CHC. Aau,Rajasthan,Jodhpur,9461758845,15,26.22928,72.99845
4761,"CHC, Balesar",Rajasthan,Jodhpur,09461270947,23,26.22928,72.99845
4762,"CHC, Bap",Rajasthan,Jodhpur,08949192859,30,26.22928,72.99845
4763,"CHC, Baru",Rajasthan,Jodhpur,9509858262,4,26.22928,72.99845
4764,"CHC, Tepu",Rajasthan,Jodhpur,8209391469,2,26.22928,72.99845
4765,"CHC, Kelansar",Rajasthan,Jodhpur,8209120270,7,26.22928,72.99845
4766,"PHC, Bapini",Rajasthan,Jodhpur,,0,26.22928,72.99845
4767,"CHC, Baori",Rajasthan,Jodhpur,+91 8387-820098,15,26.22928,72.99845
4768,"CHC, Bhopalgarh",Rajasthan,Jodhpur,9414564101,30,26.22928,72.99845
4769,"CHC, Asop",Rajasthan,Jodhpur,9571133193,5,26.22928,72.99845
4770,"CHC, Bilara",Rajasthan,Jodhpur,9460776880,24,26.22928,72.99845
4771,"CHC, Borunda",Rajasthan,Jodhpur,8999755561,8,26.22928,72.99845
4772,"CHC, Chamu",Rajasthan,Jodhpur,9166976254,12,26.22928,72.99845
4773,"CHC, Dechu",Rajasthan,Jodhpur,9829444086,10,26.22928,72.99845
4774,"CHC, Setrawa",Rajasthan,Jodhpur,7230076965,6,26.22928,72.99845
4775,"CHC, Dhawa",Rajasthan,Jodhpur,8050979023,4,26.22928,72.99845
4776,"CHC, Keru",Rajasthan,Jodhpur,9783629738,10,26.22928,72.99845
4777,"CHC, Lohawat",Rajasthan,Jodhpur,9414564101,18,26.22928,72.99845
4778,"CHC, Salawas",Rajasthan,Jodhpur,9414374934,30,26.22928,72.99845
4779,"CHC, Dhundara",Rajasthan,Jodhpur,9929210593,10,26.22928,72.99845
4780,"CHC, Luni",Rajasthan,Jodhpur,+919414602088,19,26.22928,72.99845
4781,"CHC, Jhanwar",Rajasthan,Jodhpur,8829036661,21,26.22928,72.99845
4782,"CHC, Banar",Rajasthan,Jodhpur,6375360814,0,26.22928,72.99845
4783,"CHC, Osian",Rajasthan,Jodhpur,7976507576,50,26.22928,72.99845
4784,"CHC, Mathania",Rajasthan,Jodhpur,9414425354,30,26.22928,72.99845
4785,"CHC, Pipar",Rajasthan,Jodhpur,9829210051,76,26.22928,72.99845
4786,"DH, Phalodi",Rajasthan,Jodhpur,7597773663,0,26.22928,72.99845
4787,"CHC, Shergarh",Rajasthan,Jodhpur,7976324145,8,26.22928,72.99845
4788,"CHC, Tinwari",Rajasthan,Jodhpur,9001834096,9,,
4789,"JECRC, Bornada",Rajasthan,Jodhpur,,0,,
4790,UPHC Residency,Rajasthan,Jodhpur,,0,,
4791,"CHC, Fidusar",Rajasthan,Jodhpur,9214981313,10,,
4792,Dhanwantri Hospital,Rajasthan,Jodhpur,9782569876,0,,
4793,Raj Hospital,Rajasthan,Jodhpur,9414412320,0,,
4794,Vishnoi Hospital,Rajasthan,Jodhpur,9414562201,19,,
4795,Dar al shifa hospital,Rajasthan,Jodhpur,9460941162,32,,
4796,GH TRAUMA KARAULI,Rajasthan,Karauli,9588065610,130,,
4797,SAURABH HOSPITAL KHEDA (PRIVATE),Rajasthan,Karauli,8952097087,60,,
4798,CHC MASALPUR,Rajasthan,Karauli,9116649216,10,,
4799,CHC KUDGAON,Rajasthan,Karauli,9116649348,10,,
4800,CHC MAHAVEERJI,Rajasthan,Karauli,7976514257,10,26.69719,76.91096
4801,CHC TODABHEEM,Rajasthan,Karauli,9950402436,10,26.73817,76.91866
4802,CHC NADOTI,Rajasthan,Karauli,9828740991,15,26.73817,76.91866
4803,PMO KARAULI,Rajasthan,Karauli,9413815092,130,26.73817,76.91866
4804,PMO HINDAUN,Rajasthan,Karauli,9414340909,150,26.74677,77.03143
4805,"ESSAR HOSPITAL, GULAB BAG, KARAULI",Rajasthan,Karauli,8600241444,24,26.73817,76.91866
4806,Maitri Hospital,Rajasthan,Kota,9694094978,0,25.17593,75.89334
4807,Sudha Hospital and Medical Research Centre,Rajasthan,Kota,9968859556,140,13.05264,77.84316
4808,Divisional Railway Hospital,Rajasthan,Kota,9001017506,0,,
4809,Jaiswal Hospital and Neuro Institute,Rajasthan,Kota,9829414925,78,25.17593,75.89334
4810,S. N. Pareek Hospital and Research Center Sanathan,Rajasthan,Kota,9929710432,70,24.92389,76.43424
4811,Kota Heart Hospital and Research Centre,Rajasthan,Kota,,35,,
4812,OPERA HOSPITAL MEDICAL and RESEARCH CENTRE PVT LTD,Rajasthan,Kota,9829037860,40,,
4813,NHMC,Rajasthan,Kota,9462565548,363,,
4814,Bharat Vikas Parishad Hospital Dadabari,Rajasthan,Kota,8005636387,26,,
4815,SUDHA GENERAL HOSPITAL JAGPURA KOTA,Rajasthan,Kota,9414324567,100,,
4816,Mewar Hospital,Rajasthan,Kota,7727009386,14,,
4817,Ramakrishna Hospital,Rajasthan,Kota,9887033111,32,,
4818,Radha krishna Hospital,Rajasthan,Kota,9982640565,30,,
4819,MBS Hospital,Rajasthan,Kota,7891207294,173,,
4820,Shanti Hospital (Private Hospital),Rajasthan,Kota,9214040033,30,,
4821,City Heart and Critical Care Centre Hospital(Private Hospital),Rajasthan,Kota,9414263057,5,,
4822,Shiv Shakti Hospital(Private Hospital),Rajasthan,Kota,9587943494,25,,
4823,Military hospital kota,Rajasthan,Kota,9472943016,49,,
4824,Sara Hospital 3-A-6 Chatrapur main road vigyan nagar,Rajasthan,Kota,9252807561,17,,
4825,Mandal Chikitsalay,Rajasthan,Kota,9001017506,56,,
4826,KOTA UNIVERSITY,Rajasthan,Kota,9414667375,136,24.92389,76.43424
4827,CHC SANGOD,Rajasthan,Kota,7073332910,15,,
4828,CHC RAMGANJMANDI,Rajasthan,Kota,9414235471,0,,
4829,CHC SULTANPUR,Rajasthan,Kota,9950430545,15,25.21801,75.86915
4830,CHC ITAWA,Rajasthan,Kota,9001837148,20,25.53723,76.3781
4831,CHC KAITHON,Rajasthan,Kota,9784003589,50,,
4832,UCHC VIGYAN NAGAR,Rajasthan,Kota,9468958314,12,25.17593,75.89334
4833,JANANI HOSPITAL,Rajasthan,Kota,9414242356,11,25.17593,75.89334
4834,KOTA TRAUMA HOSPITAL,Rajasthan,Kota,+919829037940,27,24.92389,76.43424
4835,SHREE RAM MULTI SPECIALITY HOSPITAL KOTA,Rajasthan,Kota,9414411090,15,24.92389,76.43424
4836,"Goyal endoscopy surgery and research centre pvt. Ltd, Kota",Rajasthan,Kota,9928319595,10,,
4837,Acharya Children Hospital,Rajasthan,Kota,9414191333,18,,
4838,Mahaveer ENT Hospital,Rajasthan,Kota,9950952660,0,,
4839,Kuchaman City,Rajasthan,Nagaur,9887651663,150,,
4840,"GOVT. BANGAR HOSPITAL, DIDWANA",Rajasthan,Nagaur,9414801040,200,,
4841,JLN PMO Nagaur,Rajasthan,Nagaur,9509530002,206,27.07268,74.19988
4842,SIR CHOTU RAM MEMORIAL HOSPITAL MAKRANA,Rajasthan,Nagaur,9460069673,54,27.03881,74.72712
4843,Mahdev Hospital Nagaur,Rajasthan,Nagaur,9982130762,14,27.02795,75.13357
4844,Sufiya Hospital Nagaur,Rajasthan,Nagaur,7597287255,24,27.02795,75.13357
4845,Shri Ram Manglame Hospital Nagaur,Rajasthan,Nagaur,9460000039,29,27.02795,75.13357
4846,PMO LADNUN,Rajasthan,Nagaur,8949365091,75,27.6418,74.3949
4847,OLD HOSPITAL,Rajasthan,Nagaur,9314467743,50,27.02795,75.13357
4848,CHC NAWA,Rajasthan,Nagaur,9982102585,25,27.02145,75.00279
4849,CHC DEGANA,Rajasthan,Nagaur,9982443030,20,26.89274,74.30706
4850,CHC MERTA,Rajasthan,Nagaur,9413117381,45,26.64927,74.03549
4851,CHC MAKRANA,Rajasthan,Nagaur,9799822269,75,,
4852,CHC MUNDWA,Rajasthan,Nagaur,9001654583,30,27.06281,73.8217
4853,CHC KHINWASAR,Rajasthan,Nagaur,9828562419,30,26.97828,73.40582
4854,CHC PARBATSAR,Rajasthan,Nagaur,9413404486,50,26.88515,74.76555
4855,CHC KUCHERA,Rajasthan,Nagaur,9982199021,20,26.98618,73.97273
4856,CHC JAYAL,Rajasthan,Nagaur,9982199021,30,27.22206,74.18503
4857,CHC CHHOTI KHATU,Rajasthan,Nagaur,9829744400,30,27.15776,74.35473
4858,CHC MAULASAR,Rajasthan,Nagaur,8696657565,30,27.30689,74.73151
4859,CHC RIYAN,Rajasthan,Nagaur,9829953232,30,27.07268,74.19988
4860,CHC NIMBI,Rajasthan,Nagaur,9929210210,20,27.19987,73.75048
4861,CHC MITHADI,Rajasthan,Nagaur,8005984965,10,27.07268,74.19988
4862,CHC HARSOR,Rajasthan,Nagaur,7014853336,20,26.73309,74.47665
4863,CHC SHRI BALAJI,Rajasthan,Nagaur,789174212,18,27.42691,73.54872
4864,CHC DEH,Rajasthan,Nagaur,9602766907,17,27.3047,73.9047
4865,CHC BADI KHATU,Rajasthan,Nagaur,9571631621,15,26.8104,75.80757
4866,CHC KUKANWALI,Rajasthan,Nagaur,9680795132,17,27.02795,75.13357
4867,CHC PANCHODI,Rajasthan,Nagaur,8732892766,10,27.07268,74.19988
4868,CHC THANWLA,Rajasthan,Nagaur,9413959222,25,27.07268,74.19988
4869,Bhagwan Mahavir Hospital Sumerpur,Rajasthan,Pali,9799507534,47,25.15381,73.08165
4870,Govt Bangur Hospital and Medical College,Rajasthan,Pali,02932226909,99,,
4871,CHC Sadri,Rajasthan,Pali,09413533023,12,,
4872,GOVT HOSPITAL SOJAT CITY,Rajasthan,Pali,9414464388,99,,
4873,ESI Hospital Pali,Rajasthan,Pali,9829006349,82,,
4874,CHC Bali,Rajasthan,Pali,8058381960,0,,
4875,CHC Jaitaran,Rajasthan,Pali,7665524204,0,,
4876,"Austria Hospital, Jadan Ashram",Rajasthan,Pali,9829225373,0,,
4877,CHC BALI,Rajasthan,Pali,9784446601,20,25.19266,73.28325
4878,CHC DESURI,Rajasthan,Pali,9414523201,10,25.2787,73.5674
4879,CHC RANI,Rajasthan,Pali,9829677726,10,25.34782,73.30822
4880,CHC SUMERPUR,Rajasthan,Pali,9166798799,24,25.15381,73.08165
4881,CHC SOJAT ROAD,Rajasthan,Pali,9414959951,10,25.78258,73.3524
4882,CHC RAIPUR,Rajasthan,Pali,9314063999,10,22.3101,87.2896
4883,CHC JAITARAN,Rajasthan,Pali,80055 88295,30,26.20315,73.93821
4884,CHC ROHAT,Rajasthan,Pali,8290802299,10,25.9582,73.14049
4885,CHC KHARCHI,Rajasthan,Pali,8114403890,8,25.61489,73.41513
4886,Government District Hospital Pratapgarh,Rajasthan,Pratapgarh,9414144353,60,24.03494,74.77846
4887,"Sky Lifeline Multispeciality Hospital, Pratapgarh",Rajasthan,Pratapgarh,8306005475,34,25.62136,76.04499
4888,CCCC ARNOD,Rajasthan,Pratapgarh,9414556466,28,,
4889,CCCC CHHOTISADRI,Rajasthan,Pratapgarh,9799198368,25,,
4890,CCCC DHARIYAWAD,Rajasthan,Pratapgarh,9982683915,20,24.04106,74.74438
4891,"CCCC THADA, PRATAPGARH",Rajasthan,Pratapgarh,7568319784,29,25.8951,81.9424
4892,CCCC PIPALKHUNT,Rajasthan,Pratapgarh,9983808060,30,27.23083,76.22099
4893,CHC Railmagra,Rajasthan,Rajsamand,9414685966,17,25.07143,73.86584
4894,CHC KELWARA,Rajasthan,Rajsamand,8949021510,51,25.06567,73.88059
4895,CHC Deogarh,Rajasthan,Rajsamand,9414506914,50,25.52954,73.90893
4896,CHC Khamnor,Rajasthan,Rajsamand,9829354178,30,25.2679,73.82682
4897,CHC DELWARA,Rajasthan,Rajsamand,9414455599,30,24.77456,73.74905
4898,Shri Goverdhan Govt. Hospital Nathdwara,Rajasthan,Rajsamand,7742018002,143,24.93035,73.82249
4899,CHC Amet,Rajasthan,Rajsamand,7014151479,36,,
4900,RK GOVT HOSPITAL RAJSAMAND,Rajasthan,Rajsamand,9610251730,148,27.57639,76.07482
4901,CHC Bhim,Rajasthan,Rajsamand,9829377399,42,,
4902,Ananta Medical Collage Kaliwas,Rajasthan,Rajsamand,9999718399,376,,
4903,CHC kelwa,Rajasthan,Rajsamand,9887371595,30,,
4904,Sharma Hospital Kankroli,Rajasthan,Rajsamand,9414172244,8,,
